,Condominio,Aluguel,IPTU,Seguro Incendio,Total,Cidade,Area
1852,R$545,"R$1,850",R$104,R$24,"R$2,523",1,45
1853,R$0,"R$2,550",R$0,R$39,"R$2,589",1,170
1854,"R$2,350","R$6,200","R$1,084",R$79,"R$9,713",1,200
1855,R$350,"R$2,250",R$78,R$29,"R$2,707",0,70
1856,R$998,"R$1,950",R$213,R$25,"R$3,186",1,77
1857,"R$2,800","R$15,000",R$100,R$191,"R$18,090",1,270
1858,"R$2,800","R$15,000","R$1,440",R$191,"R$19,430",1,339
1859,R$0,"R$1,100",R$0,R$17,"R$1,117",1,50
1860,R$756,"R$2,200",R$0,R$28,"R$2,984",1,104
1861,R$710,"R$6,700",R$225,R$85,"R$7,720",1,68
1862,"R$8,000","R$2,000","R$2,000",R$26,"R$12,030",1,240
1863,"R$2,200","R$2,300",R$167,R$30,"R$4,697",1,45
1864,"R$3,434","R$4,500","R$1,334",R$58,"R$9,326",1,189
1865,R$219,"R$1,472",R$42,R$6,"R$1,739",1,43
1866,R$0,"R$1,010",R$30,R$13,"R$1,053",1,35
1867,R$0,"R$8,000",R$292,R$121,"R$8,413",1,200
1868,R$0,"R$6,000",R$7,R$91,"R$6,098",1,250
1869,R$0,"R$7,225",R$163,R$109,"R$7,497",1,400
1870,"R$3,000","R$5,520",R$0,R$70,"R$8,590",1,45
1871,R$471,"R$2,200",R$55,R$28,"R$2,754",1,22
1872,"R$2,100","R$8,000",R$413,R$102,"R$10,620",1,180
1873,"R$4,614","R$4,861","R$3,772",R$62,"R$13,310",1,486
1874,R$720,"R$2,312",R$0,R$8,"R$3,040",1,72
1875,R$0,"R$2,001",R$159,R$31,"R$2,191",1,830
1876,R$410,"R$4,667",R$64,R$60,"R$5,201",1,52
1877,R$300,"R$2,066",R$0,R$27,"R$2,393",1,90
1878,"R$1,100","R$1,800",R$294,R$23,"R$3,217",0,165
1879,R$730,"R$1,250",R$35,R$16,"R$2,031",1,71
1880,R$717,"R$2,000",R$0,R$26,"R$2,743",1,65
1881,"R$1,700","R$7,600",R$584,R$115,"R$9,999",0,260
1882,"R$1,300","R$4,500",R$0,R$58,"R$5,858",1,140
1883,"R$3,000","R$8,000",R$667,R$102,"R$11,770",1,200
1884,"R$3,550","R$7,000",R$764,R$89,"R$11,400",1,204
1885,R$600,"R$1,847",R$15,R$24,"R$2,486",1,96
1886,"R$1,546","R$3,500",R$350,R$45,"R$5,441",1,136
1887,Sem info,"R$6,400",R$59,R$97,"R$6,556",1,156
1888,R$730,"R$2,800",R$152,R$36,"R$3,718",0,98
1889,R$100,"R$4,600",R$234,R$70,"R$5,004",1,150
1890,R$0,"R$14,000",R$834,R$211,"R$15,050",1,200
1891,R$0,"R$1,040",R$0,R$14,"R$1,054",1,31
1892,"R$1,259","R$15,000",R$374,R$191,"R$16,820",1,136
1893,"R$4,985","R$10,200","R$2,849",R$130,"R$18,160",1,440
1894,"R$1,000","R$3,000",R$84,R$39,"R$4,123",1,110
1895,R$0,"R$7,000",R$500,R$106,"R$7,606",1,347
1896,"R$1,520","R$2,400",R$0,R$31,"R$3,951",1,98
1897,"R$6,826","R$15,000","R$2,860",R$191,"R$24,880",1,600
1898,R$579,"R$3,000",R$89,R$39,"R$3,707",1,53
1899,R$630,"R$1,450",R$67,R$19,"R$2,166",0,58
1900,"R$1,500","R$15,000",R$609,R$191,"R$17,300",1,162
1901,R$781,"R$5,300",R$212,R$68,"R$6,361",1,50
1902,R$0,"R$3,491",R$291,R$53,"R$3,835",1,230
1903,"R$1,000","R$2,800",R$257,R$36,"R$4,093",1,93
1904,"R$1,040","R$3,500",R$33,R$45,"R$4,618",1,93
1905,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
1906,R$0,"R$2,500",R$150,R$38,"R$2,688",1,150
1907,"R$3,600","R$4,900",R$875,R$63,"R$9,438",1,182
1908,R$625,"R$1,797",Incluso,R$18,"R$2,440",1,48
1909,R$900,"R$4,500",R$0,R$58,"R$5,458",1,98
1910,"R$2,665","R$4,500",R$459,R$58,"R$7,682",1,197
1911,"R$1,115","R$2,790",R$321,R$36,"R$4,262",1,114
1912,R$300,"R$1,300",R$53,R$17,"R$1,670",1,70
1913,R$0,"R$6,500",R$290,R$98,"R$6,888",1,240
1914,R$0,"R$1,100",R$0,R$8,"R$1,108",1,55
1915,R$0,"R$2,600",R$11,R$40,"R$2,651",1,90
1916,"R$1,030","R$10,000",R$145,R$127,"R$11,300",1,106
1917,"R$2,400","R$7,000",R$42,R$89,"R$9,531",1,250
1918,R$600,"R$3,500",R$317,R$53,"R$4,470",1,168
1919,"R$1,172","R$4,800",R$0,R$61,"R$6,033",1,150
1920,R$0,"R$10,000","R$1,292",R$151,"R$11,440",1,350
1921,R$600,"R$2,800",R$99,R$36,"R$3,535",1,23
1922,"R$3,200","R$7,800",R$584,R$99,"R$11,680",1,290
1923,"R$1,172","R$2,300",R$59,R$30,"R$3,561",1,160
1924,R$0,"R$1,050",R$50,R$14,"R$1,114",1,12
1925,"R$8,000","R$8,000",R$667,R$121,"R$16,790",1,280
1926,"R$1,600","R$4,500",R$417,R$58,"R$6,575",1,107
1927,R$0,"R$1,750",R$0,R$23,"R$1,773",1,25
1928,R$0,"R$1,400",R$0,R$18,"R$1,418",1,37
1929,R$0,"R$6,608",R$492,R$100,"R$7,200",1,157
1930,R$500,"R$3,700",R$50,R$47,"R$4,297",1,71
1931,"R$1,180","R$2,500",R$334,R$32,"R$4,046",1,130
1932,R$0,"R$4,340",R$550,R$66,"R$4,956",1,300
1933,R$0,"R$8,330","R$2,167",R$126,"R$10,620",1,525
1934,R$750,"R$2,433",R$0,R$31,"R$3,593",1,94
1935,R$0,"R$4,675",R$381,R$71,"R$5,127",1,240
1936,R$0,"R$3,790",R$160,R$57,"R$4,007",1,400
1937,"R$3,500","R$14,000","R$1,000",R$178,"R$18,680",1,228
1938,"R$2,137","R$15,000",R$834,R$191,"R$18,160",1,395
1939,"R$4,000","R$9,000","R$1,417",R$115,"R$14,530",1,227
1940,"R$3,960","R$13,000","R$3,120",R$165,"R$20,250",1,685
1941,"R$2,800","R$2,800",R$433,R$36,"R$6,069",0,297
1942,"R$1,225","R$5,800",R$375,R$74,"R$7,474",1,145
1943,R$0,"R$3,230",R$250,R$49,"R$3,529",0,180
1944,"R$3,000","R$5,100",R$963,R$65,"R$9,128",0,269
1945,"R$2,800","R$13,000",R$959,R$165,"R$16,920",1,270
1946,"R$2,710","R$9,000","R$2,682",R$115,"R$14,510",1,390
1947,"R$2,448","R$15,000",R$937,R$191,"R$18,580",1,200
1948,R$0,"R$7,650",R$720,R$115,"R$8,485",1,330
1949,"R$2,077","R$1,600",R$349,R$21,"R$4,047",1,66
1950,"R$3,800","R$4,100","R$1,435",R$52,"R$9,387",1,290
1951,R$700,"R$1,500",R$0,R$20,"R$2,220",1,45
1952,R$890,"R$4,500",R$34,R$58,"R$5,482",1,98
1953,"R$1,200","R$2,400",R$0,R$31,"R$3,631",1,160
1954,R$937,"R$2,900",R$84,R$37,"R$3,958",1,80
1955,"R$2,200","R$12,000",R$605,R$153,"R$14,960",1,160
1956,"R$1,520","R$8,950",R$402,R$114,"R$10,990",1,118
1957,"R$2,300","R$12,200",R$542,R$155,"R$15,200",1,230
1958,R$760,"R$13,000","R$1,042",R$196,"R$15,000",0,650
1959,"R$2,000","R$12,000","R$1,000",R$153,"R$15,150",1,147
1960,R$0,"R$3,500",R$445,R$53,"R$3,998",1,138
1961,R$0,"R$3,500",R$248,R$53,"R$3,801",1,102
1962,R$393,"R$1,850",R$72,R$24,"R$2,339",0,57
1963,R$750,"R$3,328",R$125,R$14,"R$4,217",1,36
1964,"R$3,163","R$14,000",R$966,R$178,"R$18,310",1,248
1965,R$0,"R$8,000",R$525,R$121,"R$8,646",1,190
1966,R$200,"R$1,299",R$84,R$17,"R$1,600",0,60
1967,R$0,"R$10,000","R$1,167",R$151,"R$11,320",1,309
1968,"R$9,000","R$12,750","R$5,917",R$162,"R$27,830",1,884
1969,R$420,R$500,R$17,R$7,R$944,0,40
1970,Sem info,"R$1,600",R$25,R$25,"R$1,650",1,80
1971,"R$2,607","R$10,000","R$1,150",R$127,"R$13,880",1,200
1972,R$0,"R$1,500",R$100,R$23,"R$1,623",1,60
1973,R$0,"R$3,150",R$301,R$48,"R$3,499",1,180
1974,"R$2,600","R$6,500","R$1,157",R$83,"R$10,340",1,213
1975,"R$3,040","R$6,800",R$56,R$87,"R$9,983",1,190
1976,R$0,"R$2,570",R$57,R$39,"R$2,666",0,205
1977,"R$1,980","R$4,000",R$309,R$51,"R$6,340",1,126
1978,"R$2,480","R$5,500","R$1,167",R$70,"R$9,217",1,260
1979,R$900,"R$5,000",R$62,R$64,"R$6,026",0,66
1980,R$0,"R$15,000","R$5,700",R$226,"R$20,930",1,900
1981,"R$3,500","R$5,800","R$1,600",R$74,"R$10,970",1,380
1982,"R$1,200","R$2,000",R$292,R$26,"R$3,518",1,146
1983,R$494,R$650,R$34,R$9,"R$1,187",0,53
1984,"R$3,600","R$15,000","R$3,000",R$191,"R$21,790",1,326
1985,R$0,"R$2,500",R$500,R$32,"R$3,032",1,230
1986,"R$1,527","R$3,400",R$334,R$44,"R$5,305",1,123
1987,R$545,"R$1,350",R$39,R$18,"R$1,952",1,30
1988,R$0,"R$1,100",R$50,R$17,"R$1,167",1,60
1989,"R$2,700","R$9,500",R$600,R$121,"R$12,920",1,200
1990,"R$1,500","R$15,000","R$1,000",R$191,"R$17,690",1,315
1991,R$380,"R$1,350",R$0,R$18,"R$1,748",1,55
1992,R$0,"R$2,448",R$159,R$32,"R$2,639",1,70
1993,R$273,"R$1,010",R$0,R$13,"R$1,296",0,49
1994,R$400,"R$1,130",R$30,R$15,"R$1,575",1,18
1995,Incluso,"R$2,500",R$146,R$38,"R$2,684",1,100
1996,R$715,"R$3,050",R$0,R$39,"R$3,804",1,61
1997,R$768,"R$3,200",R$268,R$41,"R$4,277",1,79
1998,R$700,"R$1,250",R$150,R$16,"R$2,116",1,73
1999,R$0,"R$1,550",R$21,R$20,"R$1,591",1,30
2000,R$240,"R$1,841",R$0,R$24,"R$2,105",1,61
2001,Incluso,"R$2,890",R$0,R$37,"R$2,927",1,34
2002,R$613,"R$1,000",R$20,R$13,"R$1,646",0,50
2003,R$0,"R$1,750",R$140,R$27,"R$1,917",1,100
2004,"R$1,000","R$4,950",R$225,R$63,"R$6,238",1,55
2005,"R$1,260","R$3,973",R$267,R$51,"R$5,551",1,100
2006,"R$1,145","R$2,400",R$247,R$31,"R$3,823",1,110
2007,R$320,"R$1,200",R$70,R$16,"R$1,606",0,40
2008,"R$1,400","R$3,300",R$290,R$42,"R$5,032",0,223
2009,"R$3,500","R$15,000",R$344,R$191,"R$19,040",1,384
2010,"R$5,274","R$6,875",R$117,R$88,"R$12,350",1,418
2011,R$0,"R$2,890",R$150,R$25,"R$3,065",1,380
2012,R$0,"R$4,400",R$290,R$67,"R$4,757",1,225
2013,R$0,R$850,R$0,R$11,R$861,1,40
2014,"R$1,100","R$3,400",R$163,R$44,"R$4,707",1,74
2015,Sem info,"R$12,000",R$0,R$153,"R$12,150",1,185
2016,R$0,"R$1,000",R$62,R$16,"R$1,078",0,70
2017,"R$1,181","R$2,000",R$384,R$26,"R$3,591",1,150
2018,R$0,"R$8,000","R$1,084",R$121,"R$9,205",1,150
2019,R$350,R$750,R$57,R$10,"R$1,167",1,25
2020,R$0,"R$14,650",R$960,R$221,"R$15,830",1,320
2021,"R$1,382","R$6,000",R$800,R$77,"R$8,259",1,328
2022,"R$1,100","R$8,500",R$751,R$108,"R$10,460",1,179
2023,R$900,"R$2,290",R$284,R$30,"R$3,504",1,62
2024,"R$2,600","R$15,000","R$1,334",R$191,"R$19,130",1,210
2025,R$750,"R$2,125",R$146,R$27,"R$3,048",1,75
2026,R$679,"R$3,100",R$146,R$40,"R$3,965",0,76
2027,"R$1,600","R$6,500",R$417,R$83,"R$8,600",1,146
2028,R$380,"R$1,850",R$0,R$24,"R$2,254",1,55
2029,"R$1,400","R$5,700",R$834,R$73,"R$8,007",1,165
2030,R$750,"R$3,600",R$138,R$46,"R$4,534",0,96
2031,Sem info,"R$4,000",R$350,R$61,"R$4,411",1,300
2032,R$0,"R$15,000",R$0,R$226,"R$15,230",1,287
2033,R$465,"R$1,200",R$0,R$16,"R$1,681",1,35
2034,R$231,"R$2,500",R$0,R$32,"R$2,763",1,23
2035,R$290,"R$2,000",R$130,R$26,"R$2,446",1,25
2036,"R$2,500","R$1,799",R$375,R$23,"R$4,697",1,140
2037,"R$1,425","R$1,620",R$184,R$21,"R$3,250",0,147
2038,R$0,"R$1,500",R$101,R$20,"R$1,621",1,90
2039,"R$9,500","R$9,500","R$1,650",R$121,"R$20,770",1,224
2040,R$0,"R$1,800",R$41,R$28,"R$1,869",0,170
2041,"R$1,570","R$13,000",R$429,R$165,"R$15,160",1,126
2042,R$800,"R$7,500",R$225,R$96,"R$8,621",1,72
2043,R$460,"R$2,532",Incluso,R$9,"R$3,005",1,45
2044,R$694,"R$1,800",R$172,R$23,"R$2,689",1,45
2045,"R$1,200","R$2,000",R$0,R$26,"R$3,226",1,100
2046,"R$1,000","R$15,000",R$250,R$191,"R$16,440",1,152
2047,R$300,"R$3,470",R$70,R$44,"R$3,884",1,40
2048,"R$1,500","R$8,000",R$42,R$102,"R$9,644",1,200
2049,"R$2,720","R$15,000",R$846,R$191,"R$18,760",1,310
2050,R$420,"R$1,700",R$45,R$22,"R$2,187",1,20
2051,"R$1,626","R$3,000",R$0,R$39,"R$4,665",1,200
2052,"R$1,180","R$4,200",R$30,R$54,"R$5,464",1,76
2053,R$300,R$600,R$40,R$8,R$948,1,20
2054,R$0,"R$3,800",R$834,R$58,"R$4,692",1,200
2055,R$535,"R$2,001",R$0,R$26,"R$2,562",1,54
2056,R$990,"R$4,200",R$284,R$54,"R$5,528",1,100
2057,R$900,"R$2,100",R$84,R$27,"R$3,111",1,90
2058,R$0,"R$9,000",R$650,R$136,"R$9,786",1,300
2059,R$780,"R$1,300",R$121,R$17,"R$2,218",1,70
2060,R$0,"R$1,380",R$21,R$21,"R$1,422",1,60
2061,R$0,"R$3,900",R$34,R$59,"R$3,993",1,100
2062,"R$3,158","R$15,000","R$1,100",R$191,"R$19,450",1,270
2063,R$600,"R$2,400",R$0,R$31,"R$3,031",1,90
2064,"R$3,167","R$5,500","R$1,084",R$70,"R$9,821",1,220
2065,"R$1,037","R$2,023",R$0,R$26,"R$3,086",1,60
2066,R$0,"R$8,000",R$280,R$102,"R$8,382",1,56
2067,"R$2,880","R$9,000",R$734,R$115,"R$12,730",0,430
2068,R$0,"R$12,000",R$878,R$181,"R$13,060",1,288
2069,R$600,"R$2,000",R$75,R$26,"R$2,701",1,79
2070,"R$2,600","R$4,400",R$825,R$56,"R$7,881",1,341
2071,"R$1,938","R$3,400",R$300,R$44,"R$5,682",1,60
2072,R$0,"R$12,900",R$584,R$194,"R$13,680",1,300
2073,R$0,"R$4,000",R$42,R$61,"R$4,103",1,123
2074,R$360,"R$2,200",R$18,R$28,"R$2,606",1,59
2075,R$0,"R$1,100",R$3,R$14,"R$1,117",1,35
2076,R$0,"R$1,600",R$50,R$25,"R$1,675",1,42
2077,"R$1,020","R$2,166",R$109,R$28,"R$3,323",1,55
2078,R$200,"R$1,685",R$30,R$22,"R$1,937",1,38
2079,R$0,"R$3,840",R$600,R$58,"R$4,498",1,318
2080,R$0,"R$1,300",R$144,R$20,"R$1,464",1,60
2081,Sem info,"R$8,000",R$500,R$121,"R$8,621",1,280
2082,"R$2,600","R$10,000","R$1,336",R$127,"R$14,060",1,195
2083,"R$1,500","R$2,450",R$192,R$32,"R$4,174",1,82
2084,R$130,R$980,R$52,R$13,"R$1,175",0,110
2085,R$0,"R$8,000",R$834,R$121,"R$8,955",1,376
2086,"R$1,260","R$2,700",R$417,R$35,"R$4,412",1,139
2087,"R$2,400","R$15,000",R$0,R$191,"R$17,590",1,300
2088,"R$2,850","R$15,000",R$777,R$191,"R$18,820",1,289
2089,R$0,"R$3,200",R$67,R$49,"R$3,316",1,100
2090,R$682,"R$1,039",R$42,R$14,"R$1,777",1,65
2091,R$270,R$900,R$34,R$12,"R$1,216",0,55
2092,"R$1,241","R$4,000",R$422,R$51,"R$5,714",1,98
2093,R$780,"R$1,600",R$54,R$21,"R$2,455",1,76
2094,R$900,"R$6,000",R$184,R$77,"R$7,161",1,89
2095,"R$1,050","R$3,500",R$459,R$45,"R$5,054",1,155
2096,"R$1,300","R$2,200",R$334,R$28,"R$3,862",1,137
2097,"R$1,000","R$4,500",R$134,R$58,"R$5,692",1,88
2098,"R$1,100","R$1,500",R$105,R$20,"R$2,725",0,102
2099,R$0,"R$3,250",R$0,R$49,"R$3,299",1,300
2100,"R$1,363","R$3,000",R$210,R$39,"R$4,612",1,115
2101,"R$2,600","R$11,500",R$667,R$146,"R$14,910",1,198
2102,R$358,"R$2,550",R$132,R$33,"R$3,073",1,57
2103,"R$1,200","R$2,200",R$100,R$28,"R$3,528",0,185
2104,R$750,"R$1,650",R$0,R$21,"R$2,421",1,62
2105,"R$1,100","R$3,000",R$100,R$39,"R$4,239",1,86
2106,R$886,"R$1,250",R$90,R$16,"R$2,242",1,35
2107,"R$1,500","R$3,600",R$84,R$46,"R$5,230",1,144
2108,"R$3,100","R$6,500","R$1,400",R$83,"R$11,080",1,210
2109,R$0,"R$2,550",R$512,R$39,"R$3,101",1,294
2110,R$0,"R$4,500",R$342,R$68,"R$4,910",1,232
2111,R$0,"R$3,850",R$430,R$58,"R$4,338",1,260
2112,R$0,"R$4,500",R$382,R$68,"R$4,950",1,100
2113,"R$2,307","R$3,100",R$341,R$47,"R$5,795",0,280
2114,"R$1,000","R$9,000",R$700,R$115,"R$10,820",1,120
2115,"R$1,300","R$3,780",R$292,R$48,"R$5,420",1,90
2116,R$0,"R$8,500",R$534,R$128,"R$9,162",1,500
2117,"R$2,900","R$11,000",R$560,R$140,"R$14,600",1,200
2118,"R$1,350","R$2,600",R$192,R$33,"R$4,175",0,290
2119,"R$3,300","R$5,000","R$1,250",R$64,"R$9,614",1,200
2120,R$0,"R$4,500",R$282,R$68,"R$4,850",1,208
2121,"R$4,500","R$9,000",R$584,R$115,"R$14,200",1,220
2122,"R$3,809","R$9,500","R$1,792",R$121,"R$15,220",1,270
2123,"R$4,200","R$4,000","R$1,042",R$51,"R$9,293",1,280
2124,"R$3,500","R$8,500","R$1,250",R$108,"R$13,360",1,200
2125,R$0,"R$7,600",R$300,R$115,"R$8,015",1,230
2126,R$582,"R$2,700",R$135,R$35,"R$3,452",0,47
2127,"R$2,750","R$5,500",R$792,R$70,"R$9,112",1,250
2128,"R$3,884","R$8,700","R$1,671",R$111,"R$14,370",1,400
2129,"R$2,000","R$3,900",R$750,R$50,"R$6,700",1,220
2130,R$0,"R$9,000",R$834,R$136,"R$9,970",1,249
2131,R$0,"R$3,200",R$290,R$49,"R$3,539",0,227
2132,"R$1,750","R$1,000",R$100,R$13,"R$2,863",1,33
2133,R$0,R$976,R$0,R$15,R$991,1,22
2134,R$468,R$750,R$61,R$10,"R$1,289",0,97
2135,R$394,"R$1,600",R$0,R$21,"R$2,015",1,61
2136,R$0,"R$6,500",R$375,R$98,"R$6,973",1,400
2137,"R$1,300","R$8,500","R$1,084",R$128,"R$11,010",1,280
2138,R$0,"R$1,660",R$50,R$25,"R$1,735",0,60
2139,R$550,"R$1,250",R$0,R$16,"R$1,816",1,55
2140,R$0,"R$2,000",R$82,R$31,"R$2,113",0,100
2141,R$854,"R$2,169",R$0,R$15,"R$3,038",1,64
2142,R$800,"R$4,000",R$50,R$51,"R$4,901",1,70
2143,Sem info,"R$4,800",R$534,R$73,"R$5,407",1,250
2144,"R$1,800","R$4,800",R$350,R$61,"R$7,011",1,40
2145,R$700,"R$1,250",R$150,R$16,"R$2,116",1,73
2146,R$900,"R$5,000",R$142,R$64,"R$6,106",1,140
2147,R$0,R$900,R$75,R$14,R$989,1,37
2148,R$284,"R$2,350",R$54,R$18,"R$2,706",1,26
2149,"R$1,250","R$9,600",R$217,R$122,"R$11,190",1,84
2150,R$550,"R$2,800",R$44,R$36,"R$3,430",1,32
2151,R$0,"R$5,600","R$4,710",R$85,"R$10,400",1,200
2152,"R$1,700","R$14,000","R$1,209",R$178,"R$17,090",1,187
2153,R$606,"R$2,500",R$15,R$32,"R$3,153",1,45
2154,R$0,"R$2,200",R$0,R$34,"R$2,234",0,100
2155,R$139,"R$1,850",R$115,R$28,"R$2,132",1,130
2156,R$235,"R$1,400",R$25,R$18,"R$1,678",0,75
2157,"R$1,000","R$2,450",R$250,R$32,"R$3,732",1,123
2158,R$700,"R$2,200",R$105,R$28,"R$3,033",0,100
2159,R$0,"R$9,300","R$1,060",R$140,"R$10,500",1,500
2160,"R$1,800","R$6,000",R$22,R$77,"R$7,899",1,118
2161,R$1,"R$6,400",R$0,R$82,"R$6,483",1,600
2162,R$726,"R$2,200",R$158,R$28,"R$3,112",1,80
2163,R$0,"R$3,700",R$311,R$56,"R$4,067",1,167
2164,R$0,"R$6,800","R$1,000",R$103,"R$7,903",1,600
2165,R$1,"R$2,500",R$1,R$32,"R$2,534",1,74
2166,"R$3,200","R$6,000","R$2,084",R$77,"R$11,360",1,380
2167,Sem info,"R$5,000",R$125,R$76,"R$5,201",1,100
2168,"R$1,800","R$3,700",R$917,R$47,"R$6,464",1,150
2169,R$600,"R$1,700",R$92,R$22,"R$2,414",1,65
2170,R$0,R$950,R$30,R$13,R$993,1,35
2171,"R$5,457","R$15,000","R$2,475",R$191,"R$23,120",1,330
2172,R$0,"R$2,200",R$201,R$34,"R$2,435",1,100
2173,"R$1,600","R$4,200",R$305,R$54,"R$6,159",1,156
2174,R$0,"R$7,000",R$167,R$106,"R$7,273",1,80
2175,R$390,"R$1,800",R$0,R$23,"R$2,213",1,50
2176,R$632,"R$1,630",R$18,R$21,"R$2,301",1,40
2177,"R$1,400","R$5,100",R$691,R$65,"R$7,256",1,142
2178,"R$1,631","R$2,100",R$542,R$27,"R$4,300",1,110
2179,R$280,"R$1,000",R$138,R$13,"R$1,431",1,70
2180,R$900,"R$4,500",R$0,R$58,"R$5,458",1,76
2181,R$270,"R$1,400",R$417,R$18,"R$2,105",1,59
2182,R$750,"R$2,020",R$132,R$26,"R$2,928",1,100
2183,R$900,"R$1,950",R$104,R$25,"R$2,979",0,88
2184,R$604,"R$2,600",R$252,R$33,"R$3,489",1,37
2185,R$280,"R$2,597",R$0,R$33,"R$2,910",1,54
2186,"R$3,000","R$9,000",R$984,R$115,"R$13,100",1,244
2187,"R$2,063","R$10,900",R$706,R$139,"R$13,810",1,158
2188,R$800,"R$4,450",R$0,R$18,"R$5,268",1,65
2189,"R$1,221","R$1,200",R$38,R$16,"R$2,475",1,100
2190,R$768,"R$3,696",R$17,R$47,"R$4,528",1,42
2191,"R$1,600","R$5,550",R$142,R$71,"R$7,363",1,60
2192,"R$1,600","R$6,205",R$434,R$79,"R$8,318",1,164
2193,"R$3,100","R$6,400",R$700,R$82,"R$10,280",1,220
2194,"R$4,000","R$6,000",R$255,R$77,"R$10,330",1,83
2195,R$250,"R$1,180",R$0,R$15,"R$1,445",1,41
2196,"R$1,885","R$4,500",R$750,R$58,"R$7,193",1,213
2197,R$460,"R$2,000",R$8,R$26,"R$2,494",1,43
2198,"R$1,909","R$2,850",R$336,R$37,"R$5,132",1,123
2199,R$0,"R$15,000","R$3,084",R$226,"R$18,310",1,750
2200,R$0,"R$2,850",R$0,R$37,"R$2,887",1,180
2201,R$350,"R$1,300",R$21,R$17,"R$1,688",1,33
2202,R$0,"R$2,450",R$0,R$37,"R$2,487",1,75
2203,R$650,"R$3,700",R$58,R$47,"R$4,455",1,64
2204,"R$6,466","R$7,300","R$2,536",R$110,"R$16,410",1,500
2205,"R$4,578","R$12,750","R$1,356",R$162,"R$18,850",1,440
2206,"R$2,000","R$12,960",R$834,R$165,"R$15,960",1,220
2207,R$571,"R$2,000",R$130,R$26,"R$2,727",1,44
2208,"R$8,300","R$15,000","R$5,000",R$191,"R$28,490",1,530
2209,"R$7,000","R$9,000",R$500,R$115,"R$16,620",1,103
2210,R$472,"R$2,200",R$55,R$28,"R$2,755",1,22
2211,R$0,"R$12,000","R$1,667",R$181,"R$13,850",1,400
2212,R$390,"R$1,300",R$37,R$17,"R$1,744",1,56
2213,R$364,"R$2,100",R$60,R$27,"R$2,551",1,39
2214,"R$4,500","R$9,500","R$1,250",R$121,"R$15,370",1,220
2215,R$60,"R$1,249",R$0,R$8,"R$1,317",1,35
2216,R$0,"R$3,000",R$59,R$46,"R$3,105",1,80
2217,"R$1,790","R$6,500",R$630,R$83,"R$9,003",1,192
2218,R$200,"R$1,350",R$0,R$18,"R$1,568",1,33
2219,R$300,"R$1,500",R$0,R$20,"R$1,820",1,47
2220,R$0,"R$4,550",R$405,R$69,"R$5,024",0,83
2221,"R$1,200","R$8,000","R$1,009",R$121,"R$10,330",0,400
2222,"R$7,000","R$15,000",R$417,R$191,"R$22,610",1,350
2223,R$240,R$950,R$84,R$13,"R$1,287",1,40
2224,R$800,"R$1,659",R$0,R$22,"R$2,481",1,100
2225,"R$4,040","R$3,072","R$1,112",R$39,"R$8,263",1,363
2226,R$0,"R$6,000",R$825,R$91,"R$6,916",1,235
2227,"R$1,150","R$2,800",R$258,R$36,"R$4,244",1,147
2228,"R$2,800","R$3,200","R$2,649",R$41,"R$8,690",1,298
2229,"R$1,400","R$5,500",R$0,R$70,"R$6,970",1,145
2230,"R$4,500","R$6,791","R$1,405",R$87,"R$12,780",1,268
2231,R$762,"R$2,000",R$204,R$26,"R$2,992",0,73
2232,R$443,"R$4,100",R$89,R$52,"R$4,684",1,49
2233,"R$1,530","R$6,000",R$320,R$77,"R$7,927",1,103
2234,R$0,"R$2,400",R$0,R$37,"R$2,437",1,180
2235,R$0,"R$2,625",R$0,R$26,"R$2,651",1,120
2236,"R$3,300","R$7,600","R$1,025",R$54,"R$11,980",1,180
2237,R$800,"R$2,800",R$200,R$36,"R$3,836",1,66
2238,R$477,"R$1,950",R$0,R$25,"R$2,452",1,45
2239,R$561,"R$1,890",R$95,R$24,"R$2,570",1,53
2240,R$0,R$900,R$18,R$14,R$932,1,50
2241,R$920,"R$2,600",R$72,R$33,"R$3,625",1,67
2242,R$400,"R$1,150",R$27,R$15,"R$1,592",1,42
2243,R$592,"R$3,100",R$83,R$40,"R$3,815",1,90
2244,"R$2,200","R$13,500",R$814,R$172,"R$16,690",1,174
2245,"R$4,976","R$15,000","R$1,813",R$191,"R$21,980",1,240
2246,"R$2,600","R$6,000",R$500,R$77,"R$9,177",1,255
2247,R$860,"R$3,400",R$0,R$44,"R$4,304",1,82
2248,"R$1,090","R$6,700",R$232,R$85,"R$8,107",0,139
2249,"R$1,500","R$8,000",R$417,R$102,"R$10,020",1,110
2250,R$460,"R$1,200",R$75,R$16,"R$1,751",0,75
2251,R$758,"R$2,350",R$50,R$30,"R$3,188",1,84
2252,R$0,"R$3,800",R$250,R$58,"R$4,108",1,160
2253,"R$1,350","R$5,200",R$442,R$66,"R$7,058",0,176
2254,"R$1,500","R$4,500",R$503,R$58,"R$6,561",1,170
2255,R$250,"R$1,500",R$80,R$20,"R$1,850",1,24
2256,R$0,"R$1,700",R$255,R$26,"R$1,981",1,70
2257,R$400,"R$2,600",R$0,R$33,"R$3,033",1,107
2258,"R$1,000","R$3,000",R$50,R$39,"R$4,089",1,113
2259,R$0,"R$2,700",R$141,R$41,"R$2,882",1,138
2260,"R$1,450","R$6,600",R$300,R$84,"R$8,434",1,124
2261,R$0,"R$3,300",R$208,R$50,"R$3,558",0,291
